Country,Year,Methane_Co2_Equivalent_in_Kt,MethaneDeviation,GDP,Country Code,IncomeGroup,Region,lat,lon,TotalEmissions,
Iceland,1971,304.208,-1.39,16687,ISL,High income,Europe & Central Asia,64.8226,-18.487,14771,-0.01
Israel,1971,1318.23,1.32,11878,ISR,High income,Middle East & North Africa,31.70425,35.2063,96404,0.01
Italy,1971,39242.4,-3.08,16680,ITA,High income,Europe & Central Asia,41.90305,12.49581,1849961,-0.03
Jamaica,1971,825.87,0.56,7769,JAM,Upper middle income,Latin America & Caribbean,18.1938,-77.4411,49088,0.01
Jordan,1971,383.748,6.06,4421,JOR,Upper middle income,Middle East & North Africa,31.95181,35.94042,46314,0.06
Japan,1971,93274.2,-8.38,14673,JPN,High income,East Asia & Pacific,36.1419,138.3339,2751790,-0.08
Kazakhstan,1971,68300.8,0.09,12067,KAZ,Upper middle income,Europe & Central Asia,51.12892,71.41369,2593672,0
Kenya,1971,12246.5,1.98,2002,KEN,Lower middle income,Sub-Saharan Africa,-1.28352,36.8238,852195,0.02
Cambodia,1971,16193.4,-19.38,1539,KHM,Lower middle income,East Asia & Pacific,11.55227,104.87691,738203,-0.19
Kiribati,1971,5.0505,8.38,2998,KIR,Lower middle income,East Asia & Pacific,-0.85424,169.5309,452,0.08
South Korea,1971,25762,-0.72,2427,KOR,High income,East Asia & Pacific,39.01196,125.78686,1309908,-0.01
Kuwait,1971,23068.7,5.29,63583,KWT,High income,Middle East & North Africa,29.37322,47.97143,471490,0.05
Lebanon,1971,558.363,2.38,12871,LBN,Upper middle income,Middle East & North Africa,34.1736,36.0225,33648,0.02
Liberia,1971,509.303,3.27,1507,LBR,Low income,Sub-Saharan Africa,6.3521,-9.3257,40604,0.03
Libya,1971,23578.6,-20.6,61707,LBY,Upper middle income,Middle East & North Africa,27.0041,17.7308,687184,-0.21
Sri Lanka,1971,11068.3,-2.38,1988,LKA,Lower middle income,South Asia,6.81157,80.6104,471616,-0.02
Lesotho,1971,1043.97,-7.58,659,LSO,Lower middle income,Sub-Saharan Africa,-29.31618,27.49303,49846,-0.08
Lithuania,1971,4799.64,4.71,13774,LTU,High income,Europe & Central Asia,54.69063,25.26984,239158,0.05
Luxembourg,1971,715.81,0.25,29877,LUX,High income,Europe & Central Asia,49.6096,6.12969,42809,0
Latvia,1971,3462.19,4.2,7834,LVA,High income,Europe & Central Asia,56.94599,24.11487,161763,0.04
Morocco,1971,8636.64,1.77,2484,MAR,Lower middle income,Middle East & North Africa,32.5289,-6.0403,396546,0.02
Moldova,1971,2154.23,4.16,5295,MDA,Lower middle income,Europe & Central Asia,47.02462,28.83244,134918,0.04
Madagascar,1971,12546.4,-17.43,2551,MDG,Low income,Sub-Saharan Africa,-18.90428,47.52354,707189,-0.17
Maldives,1971,13.5029,3.07,1446,MDV,Upper middle income,South Asia,4.17525,73.50928,1219,0.03
Mexico,1971,61467,0.77,8810,MEX,Upper middle income,Latin America & Caribbean,19.43196,-99.13313,4101730,0.01
Marshall Islands,1971,2.50377,2.64,2223,MHL,Upper middle income,East Asia & Pacific,7.0862,171.84685,211,0.03
Mali,1971,8340.11,0.72,855,MLI,Low income,Sub-Saharan Africa,12.65032,-8.00004,457743,0.01
Malta,1971,101.823,4.34,4780,MLT,High income,Middle East & North Africa,35.89353,14.51179,7623,0.04
Mongolia,1971,6466.36,-3.98,1731,MNG,Lower middle income,East Asia & Pacific,47.9221,106.91772,324010,-0.04
Mozambique,1971,7298,-42.95,734,MOZ,Low income,Sub-Saharan Africa,-25.97446,32.57323,425605,-0.43
Mauritania,1971,3075.91,-2.56,2957,MRT,Lower middle income,Sub-Saharan Africa,18.09194,-15.97248,167771,-0.03
Mauritius,1971,172.582,2.19,3133,MUS,Upper middle income,Sub-Saharan Africa,-20.16389,57.4985,9466,0.02
Malawi,1971,2325.73,-27.08,545,MWI,Low income,Sub-Saharan Africa,-13.91437,33.78427,154375,-0.27
Malaysia,1971,11913,-16.79,4252,MYS,Upper middle income,East Asia & Pacific,3.14777,101.69403,1055241,-0.17
Namibia,1971,3544.3,-11.49,5972,NAM,Upper middle income,Sub-Saharan Africa,-22.57159,17.09075,164149,-0.11
Niger,1971,5285.01,1.93,1426,NER,Low income,Sub-Saharan Africa,13.51633,2.11627,224284,0.02
Nigeria,1971,41244.2,17.18,3889,NGA,Lower middle income,Sub-Saharan Africa,9.0631,7.46179,2945375,0.17
Nicaragua,1971,3787.63,-5.47,6120,NIC,Lower middle income,Latin America & Caribbean,12.11721,-86.24079,210009,-0.05
Netherlands,1971,20759.1,2.75,20555,NLD,High income,Europe & Central Asia,52.3731,4.89329,1102817,0.03
Norway,1971,6802.75,-0.92,23239,NOR,High income,Europe & Central Asia,59.9123,10.75,577329,-0.01
Nepal,1971,17653.1,1.66,1002,NPL,Low income,South Asia,27.69335,85.32233,878500,0.02
New Zealand,1971,24141.5,-3.64,19871,NZL,High income,East Asia & Pacific,-41.28948,174.77696,1152237,-0.04
Oman,1971,4578.67,0.16,19104,OMN,High income,Middle East & North Africa,22.0906,57.0988,411797,0
Pakistan,1971,56482.2,-0.04,1721,PAK,Lower middle income,South Asia,33.70768,73.07048,4247209,0
Panama,1971,2436.43,4.84,6676,PAN,High income,Latin America & Caribbean,8.4118,-81.1375,123546,0.05
Peru,1971,13315.1,-2.84,6828,PER,Upper middle income,Latin America & Caribbean,-7.4554,-76.4849,634521,-0.03
Philippines,1971,44286.6,2.49,3212,PHL,Lower middle income,East Asia & Pacific,17.0167,121.1449,2006627,0.02
Papua New Guinea,1971,834.958,-11.88,1844,PNG,Lower middle income,East Asia & Pacific,-6.65409,144.3563,112203,-0.12
Poland,1971,100067,2.98,9256,POL,High income,Europe & Central Asia,52.22875,21.00625,4187582,0.03
Puerto Rico,1971,1294.69,1.35,15924,PRI,High income,Latin America & Caribbean,18.2682,-66.5557,59045,0.01
North Korea,1971,14526.1,-3.2,1699,PRK,Low income,East Asia & Pacific,39.9949,126.4826,814278,-0.03
Portugal,1971,6670.58,-0.89,10920,PRT,High income,Europe & Central Asia,40.6867,-7.8904,429349,-0.01
Paraguay,1971,8333.36,-17.86,3539,PRY,Upper middle income,Latin America & Caribbean,-25.29738,-57.62775,601516,-0.18
Qatar,1971,5702.04,19.39,160147,QAT,High income,Middle East & North Africa,25.1724,51.1925,480764,0.19
Romania,1971,33208.1,2.42,10824,ROU,Upper middle income,Europe & Central Asia,44.4343,26.10296,1412814,0.02
Russia,1971,344005,1.63,15170,RUS,Upper middle income,Europe & Central Asia,55.75697,50,21065036,0.02
Rwanda,1971,1296.13,-0.43,679,RWA,Low income,Sub-Saharan Africa,-1.94509,30.06404,79026,0
Saudi Arabia,1971,37646.4,18.61,47016,SAU,High income,Middle East & North Africa,24.6473,46.71468,2056345,0.19
Sudan,1971,31609.4,-0.45,2329,SDN,Lower middle income,Sub-Saharan Africa,15.60867,32.53578,2386128,0
Senegal,1971,4626.57,0.46,1979,SEN,Low income,Sub-Saharan Africa,15.0421,-15.0882,262359,0
Singapore,1971,652.114,-0.92,11389,SGP,High income,East Asia & Pacific,1.29017,103.852,58858,-0.01
Solomon Islands,1971,1605.38,-1.58,1200,SLB,Lower middle income,East Asia & Pacific,-9.5984,160.14834,71192,-0.02
Sierra Leone,1971,2605.8,2.01,1601,SLE,Low income,Sub-Saharan Africa,8.46502,-11.88553,122570,0.02
El Salvador,1971,2137.06,-4.55,4878,SLV,Lower middle income,Latin America & Caribbean,13.69966,-89.20681,115315,-0.05
Somalia,1971,9542.03,0.01,1097,SOM,Low income,Sub-Saharan Africa,3.3303,44.8747,567641,0
Sao Tome and Principe,1971,17.545,0.64,2267,STP,Lower middle income,Sub-Saharan Africa,0.21658,6.59542,1300,0.01
Suriname,1971,761.689,-19.09,9315,SUR,Upper middle income,Latin America & Caribbean,5.82031,-55.16542,38179,-0.19
Slovenia,1971,2149.22,2.41,13849,SVN,High income,Europe & Central Asia,46.05061,14.5028,117538,0.02
Sweden,1971,9934.81,-1.46,22277,SWE,High income,Europe & Central Asia,59.33233,18.06293,470129,-0.01
Eswatini,1971,929.902,0.95,3934,SWZ,Lower middle income,Sub-Saharan Africa,-26.32604,31.1411,48181,0.01
Seychelles,1971,9.39112,5.54,7402,SYC,High income,Sub-Saharan Africa,-4.62311,55.45364,732,0.06
Syria,1971,2388.52,-1.5,2744,SYR,Low income,Middle East & North Africa,33.4993,36.30132,344200,-0.02
Chad,1971,8021.39,-0.27,1334,TCD,Low income,Sub-Saharan Africa,15.5748,18.7182,457336,0
Togo,1971,1998.31,-2.81,1962,TGO,Low income,Sub-Saharan Africa,8.4736,1.00643,130390,-0.03
Thailand,1971,71030,-0.58,2365,THA,Upper middle income,East Asia & Pacific,13.75336,100.50483,3688811,-0.01
Tajikistan,1971,2933.08,4.22,4776,TJK,Low income,Europe & Central Asia,38.56791,68.77156,159714,0.04
Turkmenistan,1971,10985.6,1.52,10221,TKM,Upper middle income,Europe & Central Asia,37.95055,58.38555,924698,0.02
Timor-Leste,1971,425.537,3.4,707,TLS,Lower middle income,East Asia & Pacific,-8.89242,125.7582,20213,0.03
Tonga,1971,31.398,-2.42,1736,TON,Upper middle income,East Asia & Pacific,-21.13369,-175.20361,2348,-0.02
Trinidad and Tobago,1971,1584.13,-0.73,11558,TTO,High income,Latin America & Caribbean,10.459,-61.2323,230252,-0.01
Tunisia,1971,2679.67,5.88,3246,TUN,Lower middle income,Middle East & North Africa,36.80002,10.1827,210882,0.06
Turkey,1971,32640.8,-0.45,6765,TUR,Upper middle income,Europe & Central Asia,39.94292,32.86049,2134964,0
Tanzania,1971,16772.3,-33.49,1412,TZA,Low income,Sub-Saharan Africa,-6.17349,35.74653,1056588,-0.33
Uganda,1971,8582.97,0.21,1084,UGA,Low income,Sub-Saharan Africa,0.32537,32.58701,556449,0
Ukraine,1971,76560.1,2.97,7982,UKR,Lower middle income,Europe & Central Asia,50.45058,30.52428,3869662,0.03
Uruguay,1971,14322.2,-1.39,7849,URY,High income,Latin America & Caribbean,-34.87417,-56.16293,763890,-0.01
United States,1971,579493,-2.48,24350,USA,High income,North America,38.89037,-100,25000568,-0.02
Uzbekistan,1971,17435.5,3.59,3378,UZB,Lower middle income,Europe & Central Asia,41.32051,69.30666,1389366,0.04
"Venezuela, RB",1971,33461.5,-4.81,15549,VEN,Upper middle income,Latin America & Caribbean,7.1784,-65.2638,1958077,-0.05
Vietnam,1971,53308.9,-1.54,1082,VNM,Lower middle income,East Asia & Pacific,21.0289,105.85465,3060610,-0.02
Vanuatu,1971,140.77,9.66,1699,VUT,Lower middle income,East Asia & Pacific,-17.73418,168.32094,9186,0.1
Samoa,1971,63.5784,0.65,3792,WSM,Upper middle income,East Asia & Pacific,-13.624,-172.4482,4470,0.01
Yemen,1971,2350.97,6.64,2126,YEM,Low income,Middle East & North Africa,15.35318,44.21954,199326,0.07
South Africa,1971,31853.4,-1.29,10654,ZAF,Upper middle income,Sub-Saharan Africa,-25.74587,28.18763,2208620,-0.01
Zambia,1971,14742.8,-56.49,3828,ZMB,Lower middle income,Sub-Saharan Africa,-15.42555,28.27877,827070,-0.56
Zimbabwe,1971,7493.8,-11.8,2651,ZWE,Low income,Sub-Saharan Africa,-17.82438,31.05,368583,-0.12
Aruba,1972,10.657,1.95,7470,ABW,High income,Latin America & Caribbean,12.52368,-70.03487,515,0.02
Afghanistan,1972,9170.59,-10.11,1046,AFG,Low income,South Asia,34.53156,69.12535,418090,-0.1
Angola,1972,15590,7.52,5511,AGO,Lower middle income,Sub-Saharan Africa,-12.3329,16.8309,768497,0.08
Albania,1972,1737.08,1.14,3988,ALB,Upper middle income,Europe & Central Asia,41.32233,19.82516,100147,0.01
United Arab Emirates,1972,17430.9,8.98,39798,ARE,High income,Middle East & North Africa,23.4997,54.1571,824537,0.09
Argentina,1972,88496,4.45,10209,ARG,High income,Latin America & Caribbean,-34.60851,-58.37349,4137984,0.04
Armenia,1972,1440.48,4.03,3571,ARM,Upper middle income,Europe & Central Asia,40.17334,44.51461,97866,0.04
Antigua and Barbuda,1972,26.207,-0.82,6378,ATG,High income,Latin America & Caribbean,17.0852,-61.8118,1516,-0.01
Australia,1972,106378,13.34,20385,AUS,High income,East Asia & Pacific,-35.30655,149.12656,4907976,0.13
Austria,1972,8915.63,-0.23,19747,AUT,High income,Europe & Central Asia,48.20255,16.3688,399006,0
Azerbaijan,1972,6796.62,3.23,7395,AZE,Upper middle income,Europe & Central Asia,40.4299,47.4369,459643,0.03
Burundi,1972,1516.03,3.95,753,BDI,Low income,Sub-Saharan Africa,-3.36014,29.36907,79489,0.04
Belgium,1972,13629,-0.73,20504,BEL,High income,Europe & Central Asia,50.84839,4.34969,520579,-0.01
Benin,1972,3381.77,0.1,1251,BEN,Low income,Sub-Saharan Africa,6.48771,2.61353,193598,0
Burkina Faso,1972,4405.45,-4.27,830,BFA,Low income,Sub-Saharan Africa,11.58778,-2.47413,345405,-0.04
Bangladesh,1972,88057.2,1.85,986,BGD,Lower middle income,South Asia,23.71321,90.39957,3878389,0.02
Bulgaria,1972,10689.5,4.19,8534,BGR,Upper middle income,Europe & Central Asia,42.69717,23.32435,569442,0.04
Bahrain,1972,815.001,2.74,33824,BHR,High income,Middle East & North Africa,26.22954,50.576,83450,0.03
"Bahamas, The",1972,103.132,3.9,19856,BHS,High income,Latin America & Caribbean,24.6591,-78.006,6464,0.04
Bosnia and Herzegovina,1972,3222.75,0.64,2768,BIH,Upper middle income,Europe & Central Asia,43.85944,18.43576,139892,0.01
Belarus,1972,13175.8,3.51,5523,BLR,Upper middle income,Europe & Central Asia,53.90255,27.5631,657045,0.04
Belize,1972,112.541,4.13,2797,BLZ,Upper middle income,Latin America & Caribbean,17.25414,-88.77046,6931,0.04
Bolivia,1972,15052.3,32.63,3823,BOL,Lower middle income,Latin America & Caribbean,-16.4989,-68.13313,906897,0.33
Brazil,1972,202311,11.63,7082,BRA,Upper middle income,Latin America & Caribbean,-15.77843,-47.92866,14049996,0.12
Barbados,1972,99.3967,-0.23,9148,BRB,High income,Latin America & Caribbean,13.11202,-59.61269,4667,0
Brunei,1972,1733.59,35.81,82612,BRN,High income,East Asia & Pacific,4.8919,114.94044,163011,0.36
Bhutan,1972,718.171,1.34,1034,BTN,Lower middle income,South Asia,27.4682,89.66189,43578,0.01
Botswana,1972,3725.3,15.14,2317,BWA,Upper middle income,Sub-Saharan Africa,-24.65527,25.91907,198601,0.15
Central African Republic,1972,26787.2,-2.47,1227,CAF,Low income,Sub-Saharan Africa,6.61404,20.65731,1720740,-0.02
Canada,1972,66036.9,-3.11,21532,CAN,High income,North America,45.42179,-75.69119,3779435,-0.03
Switzerland,1972,4821.68,1.52,38478,CHE,High income,Europe & Central Asia,46.94843,7.44046,227834,0.02
Chile,1972,12268.3,7.95,7674,CHL,High income,Latin America & Caribbean,-33.43724,-70.65002,614035,0.08
China,1972,825771,1.47,843,CHN,Upper middle income,East Asia & Pacific,39.90469,116.40708,45917251,0.01
Cameroon,1972,7986.47,-2.57,2238,CMR,Lower middle income,Sub-Saharan Africa,3.86796,11.51695,568560,-0.03
Colombia,1972,38180.4,4.4,4731,COL,Upper middle income,Latin America & Caribbean,4.61495,-74.06938,2178243,0.04
Comoros,1972,144.724,1.31,1452,COM,Low income,Sub-Saharan Africa,-11.69219,43.25921,8571,0.01
Cabo Verde,1972,47.2747,4.97,805,CPV,Lower middle income,Sub-Saharan Africa,17.0545,-25.17401,3792,0.05
Costa Rica,1972,2774.89,3.73,6287,CRI,Upper middle income,Latin America & Caribbean,9.92976,-84.08569,134421,0.04
Cuba,1972,11819.9,-3.02,9745,CUB,Upper middle income,Latin America & Caribbean,22.0677,-79.4995,474018,-0.03
Cyprus,1972,356.637,3.13,10088,CYP,High income,Europe & Central Asia,34.8997,32.9066,19955,0.03
Czech Republic,1972,18186.7,0.31,15954,CZE,High income,Europe & Central Asia,50.07908,14.43323,682287,0
Germany,1972,123793,-1.8,22497,DEU,High income,Europe & Central Asia,52.51607,13.37699,4257031,-0.02
Djibouti,1972,159.981,3.1,4529,DJI,Lower middle income,Middle East & North Africa,11.58766,43.1448,17548,0.03
Dominica,1972,18.046,5.24,3048,DMA,Upper middle income,Latin America & Caribbean,15.30201,-61.38607,1387,0.05
Denmark,1972,7773.13,2.89,23562,DNK,High income,Europe & Central Asia,56.3716,9.1073,345797,0.03
Dominican Republic,1972,4060.01,1.03,3816,DOM,Upper middle income,Latin America & Caribbean,19.0691,-70.886,257328,0.01
Algeria,1972,19904.8,38.44,7556,DZA,Upper middle income,Middle East & North Africa,28.0236,2.3609,1489812,0.38
Ecuador,1972,6344.84,5.08,6035,ECU,Upper middle income,Latin America & Caribbean,-0.20567,-78.50875,481911,0.05
Egypt,1972,20403.8,-1.06,3140,EGY,Lower middle income,Middle East & North Africa,30.04998,31.24861,1350671,-0.01
Eritrea,1972,1784.92,-1.43,1068,ERI,Low income,Sub-Saharan Africa,15.33637,38.93661,94128,-0.01
Spain,1972,26636.8,2.85,13790,ESP,High income,Europe & Central Asia,40.42028,-3.70578,1361674,0.03
Estonia,1972,2365.97,3.6,9844,EST,High income,Europe & Central Asia,58.7038,25.7374,106626,0.04
Ethiopia,1972,32241.9,-1.33,803,ETH,Low income,Sub-Saharan Africa,9.01176,38.75919,1827482,-0.01
Finland,1972,9967.34,0.85,17722,FIN,High income,Europe & Central Asia,63.0041,26.0223,418548,0.01
Fiji,1972,410.592,0.82,4834,FJI,Upper middle income,East Asia & Pacific,-17.8464,177.9148,26244,0.01
France,1972,81040.2,-0.72,19570,FRA,High income,Europe & Central Asia,48.85693,2.3412,3541985,-0.01
Gabon,1972,974.409,9.09,6180,GAB,Upper middle income,Sub-Saharan Africa,-0.9496,11.2691,140426,0.09
United Kingdom,1972,115968,-4.01,17793,GBR,High income,Europe & Central Asia,51.50643,-0.12721,4334694,-0.04
Georgia,1972,3764.91,3.85,5415,GEO,Lower middle income,Europe & Central Asia,41.69792,44.79859,183747,0.04
Ghana,1972,5279.6,1.78,2396,GHA,Lower middle income,Sub-Saharan Africa,7.6848,-1.2504,393569,0.02
Guinea,1972,6909.24,-1.17,979,GIN,Low income,Sub-Saharan Africa,9.51201,-13.70529,498429,-0.01
Gambia,1972,486.46,-2.81,1660,GMB,Low income,Sub-Saharan Africa,13.52,-15.3748,28022,-0.03
Guinea-Bissau,1972,549.342,1.81,1775,GNB,Low income,Sub-Saharan Africa,11.80284,-14.60059,38862,0.02
Equatorial Guinea,1972,77.196,0.5,933,GNQ,Upper middle income,Sub-Saharan Africa,1.63472,10.46976,42323,0
Greece,1972,6037.88,2.83,14818,GRC,High income,Europe & Central Asia,37.97615,23.73642,321286,0.03
Grenada,1972,24.1249,-4.57,3074,GRD,Upper middle income,Latin America & Caribbean,12.111,-61.6894,1218,-0.05
Greenland,1972,19.202,4,11470,GRL,High income,Europe & Central Asia,76.9917,-42.3069,788,0.04
Guatemala,1972,3661.66,5.64,5012,GTM,Upper middle income,Latin America & Caribbean,14.63173,-90.46745,255750,0.06
Guyana,1972,1636,-4.29,3846,GUY,Upper middle income,Latin America & Caribbean,5.5936,-59.1166,82875,-0.04
Honduras,1972,2699.14,1.65,2775,HND,Lower middle income,Latin America & Caribbean,14.08191,-87.2054,173026,0.02
Croatia,1972,3074.1,1.94,13345,HRV,High income,Europe & Central Asia,45.80722,15.96757,169512,0.02
Haiti,1972,3122.43,3.07,2130,HTI,Low income,Latin America & Caribbean,18.54363,-72.33971,160218,0.03
Hungary,1972,10144.5,-4.41,13736,HUN,High income,Europe & Central Asia,47.50623,19.06483,411305,-0.04
Indonesia,1972,195338,63.75,2351,IDN,Lower middle income,East Asia & Pacific,-6.17149,106.82753,10519804,0.64
India,1972,401638,0.05,1125,IND,Lower middle income,South Asia,18,77.21725,22110672,0
Ireland,1972,10425.2,0.43,12440,IRL,High income,Europe & Central Asia,53.1437,-7.7786,574419,0
Iran,1972,60712.9,9.98,13019,IRN,Upper middle income,Middle East & North Africa,35.68878,51.41503,3015914,0.1
Iraq,1972,20514.1,-6.21,7354,IRQ,Upper middle income,Middle East & North Africa,33.34209,44.39309,888427,-0.06
Iceland,1972,322.513,6.02,17413,ISL,High income,Europe & Central Asia,64.8226,-18.487,14771,0.06
Israel,1972,1363.41,3.43,12903,ISR,High income,Middle East & North Africa,31.70425,35.2063,96404,0.03
Italy,1972,39690.2,1.14,17160,ITA,High income,Europe & Central Asia,41.90305,12.49581,1849961,0.01
Jamaica,1972,830.272,0.53,7862,JAM,Upper middle income,Latin America & Caribbean,18.1938,-77.4411,49088,0.01
Jordan,1972,402.791,4.96,4401,JOR,Upper middle income,Middle East & North Africa,31.95181,35.94042,46314,0.05
Japan,1972,89309.2,-4.25,15694,JPN,High income,East Asia & Pacific,36.1419,138.3339,2751790,-0.04
Kazakhstan,1972,74529.5,9.12,12021,KAZ,Upper middle income,Europe & Central Asia,51.12892,71.41369,2593672,0.09
Kenya,1972,12548.5,2.47,2029,KEN,Lower middle income,Sub-Saharan Africa,-1.28352,36.8238,852195,0.02
Cambodia,1972,13559.2,-16.27,1440,KHM,Lower middle income,East Asia & Pacific,11.55227,104.87691,738203,-0.16
Kiribati,1972,5.37733,6.47,3295,KIR,Lower middle income,East Asia & Pacific,-0.85424,169.5309,452,0.06
South Korea,1972,25835.8,0.29,2760,KOR,High income,East Asia & Pacific,39.01196,125.78686,1309908,0
Kuwait,1972,23216,0.64,62371,KWT,High income,Middle East & North Africa,29.37322,47.97143,471490,0.01
Lebanon,1972,573.474,2.71,14207,LBN,Upper middle income,Middle East & North Africa,34.1736,36.0225,33648,0.03
Liberia,1972,525.946,3.27,1507,LBR,Low income,Sub-Saharan Africa,6.3521,-9.3257,40604,0.03
Libya,1972,18943.4,-19.66,52706,LBY,Upper middle income,Middle East & North Africa,27.0041,17.7308,687184,-0.2
